"","mpa","CT.sp.assessed","housing & urban dvlpt","commercial & industrial dvlpt","tourism & recreation dvlpt","crops","livestock farming","oil & gas production","roads & rail","shipping","recreational activities","work disturbance","invasive intoduction","domestic waste water","agricultural effluent","excess energy","seine","trawl","gillnet","longline","pole.line","jigger","trap","pot","dredge","bivalve_production","crustaceans_production","marine_fish_general_production","salmon_production","shrimp_production","tuna_production","tot.sp"
"16142","555672227",601,130.248,127.656,132.677209302326,0,0,0,0.648,0,96.9823255813953,0,0,99.2952810778523,98.7405588371939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608
"16143","555672311",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
"16144","555672312",95,0,0,0,0,0,0,0,6.25204391497314,0,0,0,0,0,6.50912194601515,5.71764705882353,13.8501655629139,0,6.42223260158804,0,0,0,0,0,0,0,0,0,0,0,201
"16145","555672313",15,0,0,0,0,0,0,0,0,0,0,0,0.5913585982611,0.47308687860888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"16146","555672314",18,0,0,0,0,0,0,0,0.477692128007475,0.493192389006342,0,0,0,0,0.323055585191508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"16147","555672380",601,143.682580645161,140.823225806452,121.198731501057,0,0,0,0.714838709677419,0,88.5919661733615,0,0,85.1102409238734,84.6347647175947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608
"16148","555672456",27,0,0,0,0.226231705954642,0.226231705954642,0,0,0,0,0,0,1.86633039092055,1.86633039092055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"16149","555672666",34,0,0,0.372262156448203,0,0,0,0,0,0.930655391120507,0,0,1.23501692440433,0.771885577752705,0,0,0.161423841059603,0,0,0,0,0.0815450643776824,0.146781115879828,0,0,0,0,0,0,0,53
"16150","555672667",413,0,0,22.3357293868922,0,0,0,0,25.9656622284513,11.1678646934461,0,0,0,0,2.1133041715566,0,49.9041804635762,0,0,0,0,0,0,0,0,0,0,0,0,0,975
"16151","555672688",25,0,0,0.943424947145877,0.559713998435929,0,0,0,1.05769679981313,0.943424947145877,0,0,0,0,0.566520857782994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"16152","555672691",677,0,0,36.9894291754757,2.13551558485085,0.427103116970171,0,0,0,25.6460042283298,0,0,93.5218026149864,95.4600783168514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847
"16153","555672696",1184,0,0,48.9437632135307,0,0,3.31844029244517,0,250.665615510395,34.6959830866808,9.9553208773355,0,0,0,16.8567160994345,64.5121107266436,0,0,100.765997197571,0,0,0,0,0,0,0,0,0,0,0,3385
"16154","555672697",686,0,0,57.7870613107822,0,0,1.62144597887896,0,158.320369072647,45.7589852008457,2.0268074735987,0,0,0,14.2830470500373,0,0,0,45.2269967304998,1.56925540432346,0,0,0,0,0,0,0,0,0,0,1881
"16155","555681933",560,0,0,0,0,0,0,0,57.7486568558748,0,0,0,25.2401274308091,24.8547819738501,12.4698602368505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554
"16156","555682069",446,3.70167741935484,3.32309677419355,57.9871458773784,2.72930398838119,0.818791196514356,8.41510966693745,0.0841290322580645,22.7617379117029,26.0198731501057,2.80503655564582,0,73.9167717528373,71.9715935488153,13.7245278992852,0,0,0,69.8673517048108,0,0,0,0,0,0,0,0,0,6.67857142857143,0,1341
"16157","555682081",368,0,0,0,0,0,0,0,24.3106750759168,0,0,0,0,0,2.94036061026352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862
"16158","555682084",67,0,0,0.947906976744186,0.560272595240755,0,0,0,0,0.68938689217759,0,0,4.30244906086148,3.44195924868919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15238095238095,0,92
"16159","555682112",283,52.1721290322581,45.5470967741935,49.9402959830867,1.40408892861133,0.526533348229248,0,0.828129032258065,6.72973604298061,24.0453276955603,0,0,45.865533948364,37.2657463330457,2.18414595113624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95952380952381,0,615
"16160","555682119",266,0,0,16.1771670190275,0,0,0,0,0,6.47086680761099,0,0,37.8499369482976,31.8736311143559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548
"16161","555682123",500,1.05677419354839,0.993548387096774,0,0,0,0,0.0180645161290323,19.9062135015183,0,0,0,101.763589301122,94.9141169443154,3.58924570575056,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08571428571429,0,1220
"16162","555682160",325,16.8237419354839,14.5032258064516,26.6191966173362,0,0,0,0.290064516129032,0,12.5266807610994,0,0,27.1119665494126,22.7986991438243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62857142857143,0,867
"16163","555682161",246,29.16,23.976,31.1610993657505,0,0,4.22502030869212,0.648,4.17939733707078,8.90317124735729,1.81072298943948,0,29.2135129753766,22.3970266144554,3.74543902699242,49.7664359861592,63.448261589404,0,40.0747314339094,0,0,0,0,0,0,0,0,0,5.96666666666667,0,489
"16164","555682195",302,14.8464516129032,12.6869677419355,43.2646934460888,0.274382750530667,0.102893531449,0,0.269935483870968,1.41929455734641,16.3444397463002,0,0,37.0353089533417,30.1450189155107,1.67587752053771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690
"16165","555682198",235,48.4183225806452,44.4658064516129,13.0749260042283,0,0,0,0.988129032258064,0,6.6969133192389,0,0,12.3576027079047,10.9845357403597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06666666666667,0,450
"16166","555682226",73,5.03870967741936,5.03870967741936,7.78139534883721,0.937884035303318,0,0,0,0.97080121466947,6.36659619450317,0,0,5.94464724231765,3.9630981615451,0.771684626053558,0,0,0,0,0,0,0,0,0,3.1316291491797,0,0,0,2.63809523809524,0,102
"16167","555682292",235,3.39406451612903,3.11122580645161,32.5750528541226,4.75634007373478,1.35895430678137,0,0.0707096774193548,0,17.9162790697674,0,0,29.3409437844295,26.0808389194929,0,0,20.7740066225166,0,11.3218122372723,0.589271417133707,0,0,0,0,0,0,0,0,0,0,445
"16168","555682313",408,25.6051612903226,23.1070967741935,52.1525581395349,5.55423974974863,1.85141324991621,0,0.624516129032258,0,21.4325581395349,0,0,47.8869051569656,44.2591093117409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097
"16169","555682320",78,1.71406451612903,1.23793548387097,2.3015644820296,0,0,0,0.0952258064516129,0.167717822938566,0.986384778012685,0,0,7.70677639875224,6.85046791000199,0.0358476474981329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
"16170","555682324",382,0,0,0,0,0,0,0,22.9081990189208,0,0,0,0,0,3.38205483836552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916
"16171","555682332",239,35.0270967741936,32.1677419354839,34.4169133192389,0,0,0,0.714838709677419,0,18.0279069767442,0,0,20.4406982146413,16.4661180062388,0.136989224367865,0,1.84271523178808,0,8.63148061653433,0.513210568454764,0,0,0,0,0,0,0,0,0,0,465
"16172","555682336",447,2.60670967741935,2.44232258064516,0,0,0,0,0.0469677419354839,21.9139219808456,0,0,0,87.3302581801288,81.9283865401208,3.0950602795263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002
"16173","555682341",250,37.3548387096774,31.378064516129,22.5894291754757,0,0,0,0.747096774193548,0.861480962391964,6.21209302325581,0,0,28.4655206743214,21.1458153580673,0.35890323268964,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76666666666667,0,519
"16174","555682974",108,0,0,4.13124735729387,0,0,0,0,0,2.75416490486258,0,0,3.244176013805,3.244176013805,0,0,0,0,0,0,0,0.283261802575107,0.437768240343348,0,0,0,0,0,0,0,154
"16175","555682975",108,7.87612903225806,8.66374193548387,9.73395348837209,0.628756563512457,0.628756563512457,0,0.787612903225806,0.645409950946041,6.4893023255814,0,0,9.30457290767903,9.30457290767903,0.903446068494612,4.97162629757785,0,0,0,0.254603682946357,0,1.39742489270386,2.15965665236051,0,1.34605112552461,0,0,0,0,0,154
"16176","555682980",108,0,0,5.85945031712474,0,0,0,0,0,3.90630021141649,0,0,6.23561425632176,6.23561425632176,0,0,0,0,0,0,0,2.03004291845494,3.13733905579399,0,0,0,0,0,0,0,154
"16177","555690820",67,0,0,0,0,0,0,0,4.59004905395935,0,0,0,0.166058273047057,0.212185571115683,3.13197482129521,0,19.2793874172185,8.81140635126377,0,0,0,0,0,0,0,0,0,0,0,0,93
"16178","555690821",67,0,0,0,0,0,0,0,4.28801681850035,0,0,0,0.0943784429548019,0.120594677108914,2.93908033713859,0,18.3700331125828,7.80038885288399,0,0,0,0,0,0,0,0,0,0,0,0,93
"16179","555690822",67,0,0,0,0,0,0,0,4.40854940434478,0,0,0,0.158890290037831,0.203026481715006,3.01120238984317,0,20.1564569536424,4.02073882047959,0,0,0,0,0,0,0,0,0,0,0,0,93
"16180","555690823",73,0,0,0,0,0,0,0,5.33333333333333,0,0,0,0,0,3.44020057612291,0,18.1434188741722,5.28256642903435,0,0,0,0,0,0,0,0,0,0,0,0,99
"16181","555690824",69,0,0,1.1507822410148,0,0,5.37611697806661,0,6.36965662228451,0.986384778012685,1.79203899268887,0,0,0,4.58604502293823,0,22.2442052980132,9.67465975372651,0,0,0,0,0,0,0,0,0,0,0,0,93
"16182","555690825",69,0,0,0,0,0,1.2233956133225,0,5.14576033637001,0,0.407798537774167,0,0,0,3.76827056438707,0,19.3600993377483,7.25210628645496,0,0,0,0,0,0,0,0,0,0,0,0,93
"16183","555690826",73,0,0,0.923467230443975,0,0,3.67018683996751,0,6.40399439383322,0.79154334038055,1.2233956133225,0,0,0,3.68590632668303,0,24.4387417218543,12.0268956578095,0,0,0,4.64549356223176,6.96824034334764,0,0,0,0,0,0,0,96
"16184","555690827",59,0,0,0.986384778012685,0.767512009831304,0.383756004915652,0.731112916328188,0,4.76290586311609,0.986384778012685,0.182778229082047,0,6.20787150726754,7.66854715603637,2.8694121412568,0,17.3046357615894,8.02657161373947,0,0,0,0,0,0,0,0,0,0,0,0,78
"16185","555690907",62,1.90322580645161,3.4258064516129,2.67298097251586,1.72517037202547,0.862585186012736,3.61657189277011,0.761290322580645,3.66643307638402,2.22748414376321,2.71242891957758,0,10.9613061657928,14.9472356806265,2.7733916568868,0,28.4337748344371,0,0,0,0,0,0,1.15172413793103,0,0,0,0,0,0,76
"16186","555690908",31,0.732387096774194,1.46477419354839,0.934968287526427,0.925483186236175,0,0.850528025995126,0.366193548387097,1.75496379350619,0,0.850528025995126,0,4.9936948297604,5.99243379571248,0.888509548703723,0,12.3443708609272,0,0,0,0,0,0,0.0413793103448276,0.808088515833651,0,0,0,0,0,37
"16187","555691059",31,1.78141935483871,4.15664516129032,0.906046511627907,0.143559378840353,0.143559378840353,0,0.593806451612903,2.38320485867788,0.906046511627907,0,0,5.0637817747395,6.96269994026681,2.20911127707244,0.470588235294118,1.32450331125828,5.71872974724563,1.89444184960299,0,0,0,0,0,0,0,0,0,0,0,39
"16188","555691070",44,0,0,1.04389006342495,0.0342978438163334,0.0342978438163334,0,0,5.13513197850969,1.56583509513742,0,0,2.16220880069025,4.3244176013805,4.51232262882748,2.46228373702422,10.1218956953642,6.11276733635775,5.02989257356375,0,0,0,0,0,0,0,0,0,0,0,70
"16189","555691182",198,9.15845161290322,7.96387096774193,8.13953488372093,0.75254161546196,0.37627080773098,0,0.398193548387097,5.15300163513198,6.51162790697675,0,0,25.3007898055353,23.6684807858233,1.35794302784594,2.96885813148789,23.6394867549669,0,0,0,0,0,0,0,0,0,0,0,0,0,357
"16190","555691183",2,0,0,0,0,0,0,0,0,0,0,0,0,0.203026481715006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"16191","555691188",1,0,0,0,0,0,0,0,0,0,0,0,0,0.499502223402137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"16192","555691237",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"16193","555691275",4,0,0,0,0,0,0,0,0,0,0,0,0.0637817747394969,0.191345324218491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"16194","555691280",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"16195","555691286",5,0,0,0,0,0,0,0,0,0,0,0,0.735249220149997,1.47049844029999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"16196","555691330",1,0,0,0,0,0,0,0,0,0,0,0,0,0.52691312139112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"16197","555691331",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"16198","555691350",4,0,0,0,0,0,0,0,0,0,0,0,0.661843764518484,1.98553129355545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"16199","555691363",2,0,0,0,0,0,0,0,0,0,0,0,0,0.211986460476538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"16200","555691366",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"16201","555691373",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"16202","555691405",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"16203","555691411",4,0,0,0,0,0,0,0,0,0,0,0,0.0234286852060795,0.046857370412159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"16204","555691416",8,0,0,0,0,0,0,0,0,0,0,0,0.321364571580275,0.64272914316055,0,0,0.0815397350993377,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"16205","555691420",2,0,0,0,0,0,0,0,0,0,0,0,0,0.247029932966085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"16206","555691452",7,0,0,0,0,0,0,0,0,0,0,0,0.0828300258843831,0.207075064710958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"16207","555691465",7,0,0,0,0,0,0,0,0,0,0,0,0.038892944846353,0.0972323621158824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"16208","555691573",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"16209","555691578",4,0,0,0,0,0,0,0,0,0,0,0,0.130483838853123,0.391451516559368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"16210","555691633",141,0,0,3.55044397463002,0,0,4.19821283509342,0,6.33286615276805,1.99712473572939,2.09910641754671,0,8.42901705714475,11.8006238800027,4.56150645471034,24.7328719723183,61.758071192053,16.3227478937135,0,0,0,12.525321888412,17.2223175965665,7.32567049808429,0,0,0,0,0,0,216
"16211","555691634",125,0,0,2.60583509513742,0,0,7.90251827782291,0,7.90282644241999,1.48904862579281,3.95125913891145,0,15.7008694497909,22.4298134997013,5.93342579750347,15.6055363321799,45.4101821192053,23.0719377835386,21.2872489490892,0,0,15.4369098712446,19.2961373390558,5.46666666666667,0,0,0,0,0,0,190
"16212","555691635",140,0,0,3.29606765327696,0,0,6.60763606823721,0,5.73721093202523,1.64803382663848,3.77579203899269,0,15.0195792128493,21.027410897989,5.75930865251254,27.3134948096886,59.5492549668874,26.1075826312378,0,0,0,12.7450643776824,15.931330472103,5.02605363984674,0,0,0,0,0,0,213
"16213","555691636",157,0,0,2.46596194503171,0,0,3.47522339561332,0,4.56026629292221,1.31517970401691,1.73761169780666,0,0.825977301387137,1.17375721776067,5.51285607596287,15.8626297577855,68.3102235099338,21.7757615035645,19.7244278374591,0,0,15.3072961373391,22.5107296137339,5.8911877394636,0,0,0,0,0,0,243
"16214","555691637",155,0,0,1.37877378435518,0,0,5.27051177904143,0,7.85984583041345,0.861733615221987,2.63525588952071,0,5.379969469702,7.94185969336962,5.90333937906753,8.81176470588235,68.6237582781457,28.3781594296824,23.9953292853807,0,0,16.6935622317597,23.5673819742489,7.69961685823755,0,0,0,0,0,0,241
"16215","555691638",108,0,0,0,0,0,5.11210398050366,0,5.33426769446391,0,2.92120227457352,0,0,0,4.48949109143284,21.6608996539792,40.2615894039735,0,0,0,0,6.90987124463519,9.37768240343348,0,0,0,0,0,0,0,151
"16216","555691639",144,0,0,0,0,0,2.76848090982941,0,5.41695865451997,0,1.3842404549147,0,0,0,8.19630854582311,0,65.9159768211921,28.8590408295528,30.1191032227931,0,0,0,0,0,0,0,0,0,0,0,213
"16217","555691640",137,0,0,0,0,0,7.1161657189277,0,6.47021723896286,0,3.55808285946385,0,0,0,6.51605675877521,12.7595155709343,61.682119205298,17.1198963058976,0,0,0,0,0,4.25287356321839,0,0,0,0,0,0,212
"16218","555691641",140,0,0,0.79154334038055,0,0,2.42242079610073,0,4.51354823639337,0.923467230443975,1.21121039805037,0,0,0,8.19342793129201,0,63.3360927152318,32.6403110823072,31.1704810836058,0,0,0,0,0,0,0,0,0,0,0,201
"16219","555691642",154,0,0,2.88405919661734,0,0,7.91795288383428,0,8.22529782761037,1.85403805496829,3.51909017059301,0,0.696887237008031,1.11501957921285,6.44958924570575,0,61.137417218543,13.5913804277382,0,0,0,5.34077253218884,8.79656652360515,4.73103448275862,0,0,0,0,0,0,255
"16220","555691643",266,0,0,7.39086680761099,0,0,5.42485783915516,0,8.71093202522775,5.21708245243129,2.32493907392364,0,0,0,16.4939720473701,0,126.933360927152,57.8146467919637,77.6347501167679,0,0,0,0,0,0,0,0,0,0,0,571
"16221","555691644",151,0,0,2.88405919661734,0,0,5.53452477660439,0,8.1927119831815,1.85403805496829,2.45978878960195,0,0.111501957921285,0.178403132674056,6.42120985810306,0,55.5761589403973,0,0,0,0,10.462660944206,16.6171673819742,4.35555555555556,0,0,0,0,0,0,235
"16222","555691645",127,0,0,2.26604651162791,0,0,5.68643379366369,0,5.60266292922214,1.23602536997886,3.24939073923639,0,0,0,4.69326789715139,20.2851211072664,52.7235099337748,0,0,0,0,14.9424892703863,19.612017167382,2.70344827586207,0,0,0,0,0,0,183
"16223","555691646",144,0,0,1.37877378435518,0,0,4.75385865150284,0,6.62473721093203,0.775560253699789,2.71649065800162,0,17.2355478861087,23.5030198446937,5.70361677157794,0,44,0,10.6132648295189,0,0,12.8995708154506,16.6935622317597,4.08275862068966,0,0,0,0,0,0,222
"16224","555691648",140,6.99096774193548,8.98838709677419,13.3574630021142,0.562060105016199,0.562060105016199,0,0.499354838709677,4.98598458304135,6.67873150105708,0,0,19.5035508063981,27.3049711289573,5.06540061879868,16.9681660899654,46.4358443708609,26.1338302009073,0,0,0,15.725321888412,19.656652360515,5.66973180076628,0,0,0,0,0,0,210
"16225","555691649",141,8.49290322580645,10.7576774193548,11.4482875264271,0.858898447100883,0.429449223550441,0.767668562144598,1.13238709677419,5.28451296426069,5.72414376321353,0.438667749796913,0,20.1888232561227,27.8798035441694,5.34514029659661,0,47.3412665562914,24.3434867141931,11.0186828584773,0.679743795036029,0,14.0961373390558,18.2420600858369,4.40766283524904,0,0,0,0,0,0,211
"16226","555691650",143,3.41858064516129,4.73341935483871,12.6041437632135,1.92447771198749,0.962238855993744,6.19983753046304,0.525935483870968,7.60289651950479,7.20236786469345,2.75548334687246,0,19.7292095307626,31.5667352492202,6.68035847647498,0,51.4052152317881,29.4458846403111,31.0275572162541,0,0,16.3871244635193,25.062660944206,5.64137931034483,0,0,0,0,0,0,239
"16227","555691651",150,6.94761290322581,8.93264516129032,7.70976744186046,0.843034297843816,0.843034297843816,0,0.496258064516129,0,4.81860465116279,0,0,13.4457423508329,19.2082033583328,0,0,0,0,0,0,0,0,0,0,0.928271652041206,0,0,0,0,0,235
"16228","555691652",161,5.79509677419355,7.45083870967742,12.9677801268499,0.818009160987599,0.818009160987599,0,0.413935483870968,1.1135248773651,7.29437632135306,0,0,14.7408243180461,22.1112364770691,1.76933745865785,0,0,0,0,0,0,0,0,0,1.2911102632583,0,0,0,0,0,255
"16229","555691653",161,0,0,7.58934460887949,0.776561278069489,0.776561278069489,0,0,0,4.26900634249471,0,0,12.0395566469768,18.0593349704653,0,2.16782006920415,0,7.80038885288399,0,0,0,8.97682403433476,12.9665236051502,0,0.867607783288821,0,0,0,0,0,255
"16230","555691654",161,0,0,2.1107822410148,0.705731203217518,0.705731203217518,0,0,0,1.18731501057082,0,0,11.5231963894604,17.2847945841906,0,0,0,0,0,0,0,1.73047210300429,2.49957081545064,0,0,0,0,0,0,0,255
"16231","555691655",131,0,0,1.37877378435518,0,0,6.48822095857027,0,5.72319551506657,0.68938689217759,3.70755483346872,0,14.086414017389,19.7209796243446,5.74330523845087,28.7543252595156,56.1034768211921,25.2414128321452,0,0,0,0,0,0,0,0,0,0,0,0,193
"16232","555691656",131,0,0,2.63035940803383,0,0,4.63444354183591,0,5.67484232655922,1.31517970401691,2.64825345247766,0,18.1203955664698,25.3685537930577,5.70169636189054,26.3667820069204,52.7545529801325,16.99967595593,0,0.582065652522018,0,13.8300429184549,17.2875536480687,6.22758620689655,0,0,0,0,0,0,193
"16233","555691657",131,0,0,11.8650317124736,0.856328901798682,0.856328901798682,0,0,2.54029432375613,5.93251585623679,0,0,15.4523130019247,20.0880069025022,2.58721860663608,0,20.96875,19.248217757615,0,0.273819055244195,0,0,0,0,1.13544448683709,0,0,0,0,0,193
"16234","555691658",122,0,0,2.60583509513742,0,0,0,0,5.14576033637001,1.30291754756871,0,0,14.2774274905422,19.8297604035309,4.3475941534194,0,30.2744205298013,0,0,0,0,6.3587982832618,7.94849785407725,0,0,0,0,0,0,0,163
"16235","555691659",150,0,0,1.37877378435518,0,0,0,0,8.06447091800981,0.861733615221987,0,0,1.95805402535342,2.75907612663437,5.42579750346741,0,55.7315811258278,23.352235904083,16.8313872022419,0.931144915932746,0,16.2557939914163,21.9931330472103,5.16168582375479,0,0,0,0,0,0,231
"16236","555691660",174,0,0,5.32431289640592,0.703720254720143,0.703720254720143,0,0,0,2.99492600422833,0,0,10.3232229375456,15.4848344063184,0,0,1.01986754966887,0.861957226182761,0,0,0,0,0,0.269731800766284,0,0,0,0,0,0,284
"16237","555691661",141,2.65161290322581,3.53548387096774,12.5916279069767,1.67914199530779,0.839570997653893,5.43948009748172,0.353548387096774,7.46087362765709,7.08279069767442,2.71974004874086,0,21.931439569921,29.5597663768501,5.63064120345674,0,30.765107615894,11.7064160725859,0,0,0,17.1347639484979,21.8944206008584,2.02298850574713,0,0,0,0,0,0,209
"16238","555691662",113,8.10735483870968,11.4854193548387,10.3937420718816,0.952407552228801,0.952407552228801,0,0.675612903225806,4.16386358327494,5.1968710359408,0,0,17.1172761664565,24.3245503418066,3.10199509228635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
"16239","555691663",121,7.69187096774193,9.88954838709677,6.95610993657505,0.554128030387666,0.554128030387666,0,0.54941935483871,3.35178696566223,3.47805496828753,0,0,17.3491736908475,24.2888431671866,3.50282726981756,0,18.5444950331126,17.8794556059624,16.7024754787482,0,0,7.46781115879828,9.45922746781116,0,0,0,0,0,0,0,175
"16240","555691664",137,0,0,5.34782241014799,0.913752653334823,0.913752653334823,0,0,0,2.673911205074,0,0,17.9558638083228,28.3513639078781,0.452576549663928,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,202
"16241","555691665",172,0,0,1.37877378435518,0,0,1.67424857839155,0,7.22564821303434,0.861733615221987,0.744110479285134,0,17.7335235946107,26.9857967744076,5.72740851381628,0,18.4850993377483,2.27965003240441,0,0,0,19.3476394849785,28.0540772532189,0,0,0,0,0,0,0,268
"16242","555691666",129,0,0,0,0,0,0,0,3.42034571361831,0,0,0,20.1894205880401,26.6133271387801,3.53142003627441,0,28.5198675496689,0,0,0,0,0,0,0,0,0,0,0,0,0,189
"16243","555691667",129,5.01677419354839,6.02012903225806,6.95610993657505,1.0604401742822,0.530220087141102,0,0.668903225806452,1.01962158374212,3.91281183932347,0,0,19.0753301918099,25.1447534346585,2.43731996159181,0,7.26200331125828,0,0,0,0,5.84549356223176,7.79399141630901,0,0.523464326592903,0,0,0,0,0,189
"16244","555691668",30,1.98090322580645,3.9618064516129,1.60414376321353,0,0,0.322502030869212,0,1.49941602429339,1.06942917547569,0.967506092607636,0,0,0,0.769124079803691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"16245","555691669",142,6.8098064516129,9.64722580645161,10.4872727272727,0.937995754664283,0.937995754664283,0,0.567483870967742,6.75075916841859,5.99272727272727,0,0,19.7331917435455,30.5864472024955,5.99103808812547,0,39.3048427152318,0,0,0,0,14.3733905579399,21.137339055794,4.8007662835249,0,0,0,0,0,0,208
"16246","555691670",137,4.41677419354839,5.30012903225806,10.52955602537,1.54552563959334,0.772762819796671,0,0.588903225806452,3.14178930156505,5.26477801268499,0,0,19.4543041083162,25.9390721444216,3.22116718233223,0,28.7489652317881,11.6046662346079,0,0,0,7.76394849785408,10.3519313304721,2.727969348659,0,0,0,0,0,0,207
"16247","555691671",150,0,0,1.37877378435518,0,0,6.9731925264013,0,6.7212099976641,0.775560253699789,3.48659626320065,0,13.6483706112697,19.1077188557775,4.81702763256161,0,65.3207781456954,25.4650032404407,0,0,0,16.7957081545064,23.7115879828326,0,0,0,0,0,0,0,234
"16248","555691672",110,0,0,1.20642706131078,0,0,4.24776604386677,0,5.4989488437281,0.603213530655391,2.42729488220959,0,0,0,5.53974181158647,4.91626297577855,40.3485099337748,12.7388204795852,0,0,0,7.78969957081545,9.34763948497854,0,0,0,0,0,0,0,160
"16249","555691673",124,0,0,0,0,0,4.74248578391552,0,5.47091800981079,0,2.70999187652315,0,5.96343001261034,8.4743479126568,5.51093566627547,7.819723183391,46.1444536423841,15.3084899546338,0,0,0,13.5321888412017,18.0429184549356,2.32260536398467,0,0,0,0,0,0,182
"16250","555691674",151,2.96051612903226,4.19406451612903,7.7062156448203,0.841693665512233,0.841693665512233,3.1072298943948,0.246709677419355,6.02102312543798,4.95399577167019,1.38099106417547,0,16.6655604964492,26.6648967943187,4.83943241224795,0,28.2119205298013,0,0,0,0,1.15278969957082,1.83090128755365,0.402298850574713,0,0,0,0,0,0,240
"16251","555691675",107,10.2245161290323,12.4154838709677,11.8985200845666,1.84046475254162,0.920232376270808,2.4289195775792,1.46064516129032,3.38098575099276,5.55264270613108,1.94313566206336,0,19.7212451051968,25.6376186367558,3.43198549023792,0,12.0314569536424,0,0,0,0,8.85665236051502,10.7545064377682,2.27969348659004,0,0,0,0,0,0,157
"16252","555691751",327,20.224,18.2668387096774,9.44186046511628,0.693106915428444,0.346553457714222,0,0.652387096774194,4.69469750058398,7.16279069767442,0,0,25.1803278688525,25.8259773013871,4.28475408087059,31.4228373702422,52.9693708609271,0,2.11303129378795,0,0,0,0,0,3.29645173597863,0,0.545454545454545,0,0,0,543
"16253","555692030",124,0,0,0,0.265221762931516,0.265221762931516,0,0,0,0,0,0,1.08953341740227,1.66297205814031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38748627881449,0,0,199
"16254","555692282",208,0,0,3.34883720930233,0,0,0.19821283509342,0,8.39324924083158,7.36744186046512,0.049553208773355,0,0,0,15.6171983356449,23.0588235294118,75.7454470198676,0,85.5287248949089,0,0,0,0,0,0,0,0,0,0,0,690
"16255","555695781_A",41,0,0,0,0.355155848508547,0.355155848508547,0,0,0,0,0,0,2.70060396893874,2.70060396893874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
